Country Name,Series Name,Year,Value
Bolivia,"Industry (including construction), value added (% of GDP)",2019,25.21027455
Bosnia and Herzegovina,"Services, value added (% of GDP)",2019,54.57076717
Bosnia and Herzegovina,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,5.450042181
Bosnia and Herzegovina,"Manufacturing, value added (% of GDP)",2019,12.48001425
Bosnia and Herzegovina,"Industry (including construction), value added (% of GDP)",2019,23.20379231
Botswana,"Services, value added (% of GDP)",2019,61.22292824
Botswana,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,2.083429494
Botswana,"Manufacturing, value added (% of GDP)",2019,6.092369912
Botswana,"Industry (including construction), value added (% of GDP)",2019,31.94710542
Brazil,"Services, value added (% of GDP)",2019,63.06784925
Brazil,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,4.205014094
Brazil,"Manufacturing, value added (% of GDP)",2019,10.33250053
Brazil,"Industry (including construction), value added (% of GDP)",2019,18.75462757
British Virgin Islands,"Services, value added (% of GDP)",2019,
British Virgin Islands,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,
British Virgin Islands,"Manufacturing, value added (% of GDP)",2019,
British Virgin Islands,"Industry (including construction), value added (% of GDP)",2019,
Brunei Darussalam,"Services, value added (% of GDP)",2019,38.17759858
Brunei Darussalam,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,0.98605513
Brunei Darussalam,"Manufacturing, value added (% of GDP)",2019,13.6022193
Brunei Darussalam,"Industry (including construction), value added (% of GDP)",2019,62.5153211
Bulgaria,"Services, value added (% of GDP)",2019,61.39843946
Bulgaria,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,3.242815126
Bulgaria,"Manufacturing, value added (% of GDP)",2019,
Bulgaria,"Industry (including construction), value added (% of GDP)",2019,21.69482074
Burkina Faso,"Services, value added (% of GDP)",2019,45.31625215
Burkina Faso,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,18.22052455
Burkina Faso,"Manufacturing, value added (% of GDP)",2019,10.41059839
Burkina Faso,"Industry (including construction), value added (% of GDP)",2019,27.42591338
Burundi,"Services, value added (% of GDP)",2019,47.82754
Burundi,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,28.84439
Burundi,"Manufacturing, value added (% of GDP)",2019,
Burundi,"Industry (including construction), value added (% of GDP)",2019,10.93598
Cabo Verde,"Services, value added (% of GDP)",2019,69.82573874
Cabo Verde,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,4.437360867
Cabo Verde,"Manufacturing, value added (% of GDP)",2019,4.817970059
Cabo Verde,"Industry (including construction), value added (% of GDP)",2019,13.28519743
Cambodia,"Services, value added (% of GDP)",2019,38.84825035
Cambodia,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,20.71187069
Cambodia,"Manufacturing, value added (% of GDP)",2019,16.27677627
Cambodia,"Industry (including construction), value added (% of GDP)",2019,34.22605072
Cameroon,"Services, value added (% of GDP)",2019,51.02687348
Cameroon,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,16.80228356
Cameroon,"Manufacturing, value added (% of GDP)",2019,12.82578021
Cameroon,"Industry (including construction), value added (% of GDP)",2019,23.82687805
Canada,"Services, value added (% of GDP)",2019,67.67116348
Canada,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,1.697079353
Canada,"Manufacturing, value added (% of GDP)",2019,9.299638696
Canada,"Industry (including construction), value added (% of GDP)",2019,24.07740788
Cayman Islands,"Services, value added (% of GDP)",2019,86.16699542
Cayman Islands,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,0.414317121
Cayman Islands,"Manufacturing, value added (% of GDP)",2019,0.903360291
Cayman Islands,"Industry (including construction), value added (% of GDP)",2019,7.707952982
Central African Republic,"Services, value added (% of GDP)",2019,40.12957596
Central African Republic,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,28.34183246
Central African Republic,"Manufacturing, value added (% of GDP)",2019,17.78232111
Central African Republic,"Industry (including construction), value added (% of GDP)",2019,20.51197122
Chad,"Services, value added (% of GDP)",2019,40.46735294
Chad,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,24.13539267
Chad,"Manufacturing, value added (% of GDP)",2019,2.854010194
Chad,"Industry (including construction), value added (% of GDP)",2019,32.72909234
Channel Islands,"Services, value added (% of GDP)",2019,92.20517114
Channel Islands,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,0.923574312
Channel Islands,"Manufacturing, value added (% of GDP)",2019,0.965457529
Channel Islands,"Industry (including construction), value added (% of GDP)",2019,7.990597871
Chile,"Services, value added (% of GDP)",2019,58.88317546
Chile,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,3.987812171
Chile,"Manufacturing, value added (% of GDP)",2019,8.969095484
Chile,"Industry (including construction), value added (% of GDP)",2019,27.11844224
China,"Services, value added (% of GDP)",2019,54.26890427
China,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,7.143690278
China,"Manufacturing, value added (% of GDP)",2019,26.77472412
China,"Industry (including construction), value added (% of GDP)",2019,38.58740546
Colombia,"Services, value added (% of GDP)",2019,58.13645917
Colombia,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,6.410720822
Colombia,"Manufacturing, value added (% of GDP)",2019,10.92665754
Colombia,"Industry (including construction), value added (% of GDP)",2019,25.99342684
Comoros,"Services, value added (% of GDP)",2019,51.88749483
Comoros,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,35.62009799
Comoros,"Manufacturing, value added (% of GDP)",2019,
Comoros,"Industry (including construction), value added (% of GDP)",2019,8.531000615
"Congo, Dem. Rep.","Services, value added (% of GDP)",2019,35.85903911
"Congo, Dem. Rep.","Agriculture, forestry, and fishing, value added (% of GDP)",2019,19.43498871
"Congo, Dem. Rep.","Manufacturing, value added (% of GDP)",2019,19.47791945
"Congo, Dem. Rep.","Industry (including construction), value added (% of GDP)",2019,39.65191584
"Congo, Rep.","Services, value added (% of GDP)",2019,39.03565482
"Congo, Rep.","Agriculture, forestry, and fishing, value added (% of GDP)",2019,7.346986944
"Congo, Rep.","Manufacturing, value added (% of GDP)",2019,9.569292646
"Congo, Rep.","Industry (including construction), value added (% of GDP)",2019,50.12867028
Costa Rica,"Services, value added (% of GDP)",2019,69.20499402
Costa Rica,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,4.202051163
Costa Rica,"Manufacturing, value added (% of GDP)",2019,12.04644495
Costa Rica,"Industry (including construction), value added (% of GDP)",2019,19.23365693
Cote d'Ivoire,"Services, value added (% of GDP)",2019,54.99747689
Cote d'Ivoire,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,15.68820636
Cote d'Ivoire,"Manufacturing, value added (% of GDP)",2019,12.31996843
Cote d'Ivoire,"Industry (including construction), value added (% of GDP)",2019,21.64204005
Croatia,"Services, value added (% of GDP)",2019,59.04394482
Croatia,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,2.840203285
Croatia,"Manufacturing, value added (% of GDP)",2019,11.7963405
Croatia,"Industry (including construction), value added (% of GDP)",2019,19.75756862
Cuba,"Services, value added (% of GDP)",2019,70.40577177
Cuba,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,3.567326323
Cuba,"Manufacturing, value added (% of GDP)",2019,12.47926085
Cuba,"Industry (including construction), value added (% of GDP)",2019,24.54953997
Curacao,"Services, value added (% of GDP)",2019,73.90435563
Curacao,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,0.231767605
Curacao,"Manufacturing, value added (% of GDP)",2019,5.085742919
Curacao,"Industry (including construction), value added (% of GDP)",2019,13.27463849
Cyprus,"Services, value added (% of GDP)",2019,72.98503913
Cyprus,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,1.765236536
Cyprus,"Manufacturing, value added (% of GDP)",2019,5.453951157
Cyprus,"Industry (including construction), value added (% of GDP)",2019,12.95292744
Czechia,"Services, value added (% of GDP)",2019,56.96358697
Czechia,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,1.860848437
Czechia,"Manufacturing, value added (% of GDP)",2019,22.61708456
Czechia,"Industry (including construction), value added (% of GDP)",2019,31.53023622
Denmark,"Services, value added (% of GDP)",2019,65.07011648
Denmark,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,1.266288876
Denmark,"Manufacturing, value added (% of GDP)",2019,13.40673475
Denmark,"Industry (including construction), value added (% of GDP)",2019,20.70893809
Djibouti,"Services, value added (% of GDP)",2019,76.98453842
Djibouti,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,1.519351222
Djibouti,"Manufacturing, value added (% of GDP)",2019,3.7029574
Djibouti,"Industry (including construction), value added (% of GDP)",2019,14.61028949
Dominica,"Services, value added (% of GDP)",2019,55.44014778
Dominica,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,11.98316325
Dominica,"Manufacturing, value added (% of GDP)",2019,2.253580838
Dominica,"Industry (including construction), value added (% of GDP)",2019,15.08039851
Dominican Republic,"Services, value added (% of GDP)",2019,58.29482069
Dominican Republic,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,5.227288926
Dominican Republic,"Manufacturing, value added (% of GDP)",2019,13.75880291
Dominican Republic,"Industry (including construction), value added (% of GDP)",2019,29.07733665
Ecuador,"Services, value added (% of GDP)",2019,59.43711536
Ecuador,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,7.786764671
Ecuador,"Manufacturing, value added (% of GDP)",2019,12.67848496
Ecuador,"Industry (including construction), value added (% of GDP)",2019,26.65046059
"Egypt, Arab Rep.","Services, value added (% of GDP)",2019,50.76175211
"Egypt, Arab Rep.","Agriculture, forestry, and fishing, value added (% of GDP)",2019,10.69713544
"Egypt, Arab Rep.","Manufacturing, value added (% of GDP)",2019,15.98829899
"Egypt, Arab Rep.","Industry (including construction), value added (% of GDP)",2019,35.82542438
El Salvador,"Services, value added (% of GDP)",2019,59.96568598
El Salvador,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,5.146433522
El Salvador,"Manufacturing, value added (% of GDP)",2019,15.55867794
El Salvador,"Industry (including construction), value added (% of GDP)",2019,25.34814372
Equatorial Guinea,"Services, value added (% of GDP)",2019,45.2983497
Equatorial Guinea,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,2.437878574
Equatorial Guinea,"Manufacturing, value added (% of GDP)",2019,20.85383948
Equatorial Guinea,"Industry (including construction), value added (% of GDP)",2019,52.07541004
Eritrea,"Services, value added (% of GDP)",2019,
Eritrea,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,
Eritrea,"Manufacturing, value added (% of GDP)",2019,
Eritrea,"Industry (including construction), value added (% of GDP)",2019,
Estonia,"Services, value added (% of GDP)",2019,61.61932415
Estonia,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,2.307883659
Estonia,"Manufacturing, value added (% of GDP)",2019,13.12043042
Estonia,"Industry (including construction), value added (% of GDP)",2019,23.03356811
Eswatini,"Services, value added (% of GDP)",2019,51.76243298
Eswatini,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,8.542233902
Eswatini,"Manufacturing, value added (% of GDP)",2019,29.55974305
Eswatini,"Industry (including construction), value added (% of GDP)",2019,34.60794664
Ethiopia,"Services, value added (% of GDP)",2019,37.14758289
Ethiopia,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,33.63332906
Ethiopia,"Manufacturing, value added (% of GDP)",2019,5.594368896
Ethiopia,"Industry (including construction), value added (% of GDP)",2019,24.82236751
Faroe Islands,"Services, value added (% of GDP)",2019,52.82369304
Faroe Islands,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,17.05140622
Faroe Islands,"Manufacturing, value added (% of GDP)",2019,6.668257954
Faroe Islands,"Industry (including construction), value added (% of GDP)",2019,19.11334707
Fiji,"Services, value added (% of GDP)",2019,54.13407628
Fiji,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,11.2911598
Fiji,"Manufacturing, value added (% of GDP)",2019,10.37652319
Fiji,"Industry (including construction), value added (% of GDP)",2019,15.81866294
Finland,"Services, value added (% of GDP)",2019,60.19478191
Finland,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,2.349306673
Finland,"Manufacturing, value added (% of GDP)",2019,14.41227726
Finland,"Industry (including construction), value added (% of GDP)",2019,23.87829466
France,"Services, value added (% of GDP)",2019,70.04358733
France,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,1.522459269
France,"Manufacturing, value added (% of GDP)",2019,10.00781495
France,"Industry (including construction), value added (% of GDP)",2019,17.42467597
French Polynesia,"Services, value added (% of GDP)",2019,76.19534263
French Polynesia,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,2.250478262
French Polynesia,"Manufacturing, value added (% of GDP)",2019,4.812371866
French Polynesia,"Industry (including construction), value added (% of GDP)",2019,10.68346243
Gabon,"Services, value added (% of GDP)",2019,40.47037825
Gabon,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,5.55443087
Gabon,"Manufacturing, value added (% of GDP)",2019,18.80256883
Gabon,"Industry (including construction), value added (% of GDP)",2019,47.67886409
"Gambia, The","Services, value added (% of GDP)",2019,54.77422803
"Gambia, The","Agriculture, forestry, and fishing, value added (% of GDP)",2019,20.00404587
"Gambia, The","Manufacturing, value added (% of GDP)",2019,3.787177037
"Gambia, The","Industry (including construction), value added (% of GDP)",2019,17.28260083
Georgia,"Services, value added (% of GDP)",2019,60.0997269
Georgia,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,7.335486265
Georgia,"Manufacturing, value added (% of GDP)",2019,8.825634879
Georgia,"Industry (including construction), value added (% of GDP)",2019,20.0073714
Germany,"Services, value added (% of GDP)",2019,62.32937357
Germany,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,0.790850031
Germany,"Manufacturing, value added (% of GDP)",2019,19.57925915
Germany,"Industry (including construction), value added (% of GDP)",2019,26.99111427
Ghana,"Services, value added (% of GDP)",2019,45.14114996
Ghana,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,17.3232302
Ghana,"Manufacturing, value added (% of GDP)",2019,10.16121873
Ghana,"Industry (including construction), value added (% of GDP)",2019,31.10772437
Gibraltar,"Services, value added (% of GDP)",2019,
Gibraltar,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,
Gibraltar,"Manufacturing, value added (% of GDP)",2019,
Gibraltar,"Industry (including construction), value added (% of GDP)",2019,
Greece,"Services, value added (% of GDP)",2019,69.50215683
Greece,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,3.808589222
Greece,"Manufacturing, value added (% of GDP)",2019,7.813031215
Greece,"Industry (including construction), value added (% of GDP)",2019,13.35468493
Greenland,"Services, value added (% of GDP)",2019,60.53405635
Greenland,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,18.47636866
Greenland,"Manufacturing, value added (% of GDP)",2019,3.321594365
Greenland,"Industry (including construction), value added (% of GDP)",2019,17.14222827
Grenada,"Services, value added (% of GDP)",2019,66.8649528
Grenada,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,4.679512027
Grenada,"Manufacturing, value added (% of GDP)",2019,3.37198336
Grenada,"Industry (including construction), value added (% of GDP)",2019,13.64176034
Guam,"Services, value added (% of GDP)",2019,
Guam,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,
Guam,"Manufacturing, value added (% of GDP)",2019,
Guam,"Industry (including construction), value added (% of GDP)",2019,
Guatemala,"Services, value added (% of GDP)",2019,62.52260501
Guatemala,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,9.408725551
Guatemala,"Manufacturing, value added (% of GDP)",2019,13.81129073
Guatemala,"Industry (including construction), value added (% of GDP)",2019,21.94225744
Guinea,"Services, value added (% of GDP)",2019,35.20282774
Guinea,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,26.42727681
Guinea,"Manufacturing, value added (% of GDP)",2019,10.40035898
Guinea,"Industry (including construction), value added (% of GDP)",2019,29.3907987
Guinea-Bissau,"Services, value added (% of GDP)",2019,45.57106493
Guinea-Bissau,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,32.79675019
Guinea-Bissau,"Manufacturing, value added (% of GDP)",2019,
Guinea-Bissau,"Industry (including construction), value added (% of GDP)",2019,15.64993346
Guyana,"Services, value added (% of GDP)",2019,44.71326904
Guyana,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,17.59533673
Guyana,"Manufacturing, value added (% of GDP)",2019,5.049182881
Guyana,"Industry (including construction), value added (% of GDP)",2019,28.68931863
Haiti,"Services, value added (% of GDP)",2019,54.36406952
Haiti,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,19.18740373
Haiti,"Manufacturing, value added (% of GDP)",2019,16.74966828
Haiti,"Industry (including construction), value added (% of GDP)",2019,23.38232622
Honduras,"Services, value added (% of GDP)",2019,58.07197779
Honduras,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,10.63803341
Honduras,"Manufacturing, value added (% of GDP)",2019,16.53449257
Honduras,"Industry (including construction), value added (% of GDP)",2019,26.7243169
"Hong Kong SAR, China","Services, value added (% of GDP)",2019,90.00689626
"Hong Kong SAR, China","Agriculture, forestry, and fishing, value added (% of GDP)",2019,0.072301726
"Hong Kong SAR, China","Manufacturing, value added (% of GDP)",2019,1.032188855
"Hong Kong SAR, China","Industry (including construction), value added (% of GDP)",2019,6.254714375
Hungary,"Services, value added (% of GDP)",2019,56.41881423
Hungary,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,3.332407116
Hungary,"Manufacturing, value added (% of GDP)",2019,17.43295381
Hungary,"Industry (including construction), value added (% of GDP)",2019,24.71178166
Iceland,"Services, value added (% of GDP)",2019,65.96650908
Iceland,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,4.385031652
Iceland,"Manufacturing, value added (% of GDP)",2019,8.485569161
Iceland,"Industry (including construction), value added (% of GDP)",2019,19.53163316
India,"Services, value added (% of GDP)",2019,50.08495785
India,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,16.7555683
India,"Manufacturing, value added (% of GDP)",2019,13.45580756
India,"Industry (including construction), value added (% of GDP)",2019,24.59147531
Indonesia,"Services, value added (% of GDP)",2019,44.22074584
Indonesia,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,12.71260266
Indonesia,"Manufacturing, value added (% of GDP)",2019,19.70353909
Indonesia,"Industry (including construction), value added (% of GDP)",2019,38.951768
"Iran, Islamic Rep.","Services, value added (% of GDP)",2019,50.12337526
"Iran, Islamic Rep.","Agriculture, forestry, and fishing, value added (% of GDP)",2019,13.32486917
"Iran, Islamic Rep.","Manufacturing, value added (% of GDP)",2019,18.04559618
"Iran, Islamic Rep.","Industry (including construction), value added (% of GDP)",2019,33.29714526
Iraq,"Services, value added (% of GDP)",2019,44.42410918
Iraq,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,3.770008253
Iraq,"Manufacturing, value added (% of GDP)",2019,2.137531496
Iraq,"Industry (including construction), value added (% of GDP)",2019,53.10940328
Ireland,"Services, value added (% of GDP)",2019,57.51717856
Ireland,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,0.905751116
Ireland,"Manufacturing, value added (% of GDP)",2019,31.46217853
Ireland,"Industry (including construction), value added (% of GDP)",2019,35.3148022
Isle of Man,"Services, value added (% of GDP)",2019,93.93396296
Isle of Man,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,0.316670665
Isle of Man,"Manufacturing, value added (% of GDP)",2019,2.142831592
Isle of Man,"Industry (including construction), value added (% of GDP)",2019,7.593255829
Israel,"Services, value added (% of GDP)",2019,70.91960901
Israel,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,1.338553005
Israel,"Manufacturing, value added (% of GDP)",2019,11.39430759
Israel,"Industry (including construction), value added (% of GDP)",2019,18.63429673
Italy,"Services, value added (% of GDP)",2019,66.2531597
Italy,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,1.907295723
Italy,"Manufacturing, value added (% of GDP)",2019,14.88415792
Italy,"Industry (including construction), value added (% of GDP)",2019,21.52700987
Jamaica,"Services, value added (% of GDP)",2019,59.81090136
Jamaica,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,7.019649522
Jamaica,"Manufacturing, value added (% of GDP)",2019,7.738459359
Jamaica,"Industry (including construction), value added (% of GDP)",2019,19.25358445
Japan,"Services, value added (% of GDP)",2019,69.62767166
Japan,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,1.038947445
Japan,"Manufacturing, value added (% of GDP)",2019,20.22418279
Japan,"Industry (including construction), value added (% of GDP)",2019,28.80408481
Jordan,"Services, value added (% of GDP)",2019,61.22323069
Jordan,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,4.371956515
Jordan,"Manufacturing, value added (% of GDP)",2019,17.56740197
Jordan,"Industry (including construction), value added (% of GDP)",2019,24.11179068
Kazakhstan,"Services, value added (% of GDP)",2019,55.52825593
Kazakhstan,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,4.466335958
Kazakhstan,"Manufacturing, value added (% of GDP)",2019,11.46636407
Kazakhstan,"Industry (including construction), value added (% of GDP)",2019,33.02879591
Kenya,"Services, value added (% of GDP)",2019,55.95986297
Kenya,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,20.86116381
Kenya,"Manufacturing, value added (% of GDP)",2019,7.904615937
Kenya,"Industry (including construction), value added (% of GDP)",2019,16.93054523
Kiribati,"Services, value added (% of GDP)",2019,
Kiribati,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,
Kiribati,"Manufacturing, value added (% of GDP)",2019,
Kiribati,"Industry (including construction), value added (% of GDP)",2019,
"Korea, Dem. People's Rep.","Services, value added (% of GDP)",2019,
"Korea, Dem. People's Rep.","Agriculture, forestry, and fishing, value added (% of GDP)",2019,
"Korea, Dem. People's Rep.","Manufacturing, value added (% of GDP)",2019,
"Korea, Dem. People's Rep.","Industry (including construction), value added (% of GDP)",2019,
"Korea, Rep.","Services, value added (% of GDP)",2019,57.24215056
"Korea, Rep.","Agriculture, forestry, and fishing, value added (% of GDP)",2019,1.667930979
"Korea, Rep.","Manufacturing, value added (% of GDP)",2019,25.22222287
"Korea, Rep.","Industry (including construction), value added (% of GDP)",2019,32.67914892
Kosovo,"Services, value added (% of GDP)",2019,46.43394464
Kosovo,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,7.238669919
Kosovo,"Manufacturing, value added (% of GDP)",2019,12.86269666
Kosovo,"Industry (including construction), value added (% of GDP)",2019,27.08838447
Kuwait,"Services, value added (% of GDP)",2019,55.00873098
Kuwait,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,0.376203247
Kuwait,"Manufacturing, value added (% of GDP)",2019,6.861326254
Kuwait,"Industry (including construction), value added (% of GDP)",2019,57.03393647
Kyrgyz Republic,"Services, value added (% of GDP)",2019,50.32618508
Kyrgyz Republic,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,10.37390262
Kyrgyz Republic,"Manufacturing, value added (% of GDP)",2019,13.72142421
Kyrgyz Republic,"Industry (including construction), value added (% of GDP)",2019,26.58031495
Lao PDR,"Services, value added (% of GDP)",2019,41.51435229
Lao PDR,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,16.05033906
Lao PDR,"Manufacturing, value added (% of GDP)",2019,7.643691941
Lao PDR,"Industry (including construction), value added (% of GDP)",2019,31.53138199
Latvia,"Services, value added (% of GDP)",2019,64.38253472
Latvia,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,3.759745283
Latvia,"Manufacturing, value added (% of GDP)",2019,10.64186354
Latvia,"Industry (including construction), value added (% of GDP)",2019,18.9192156
Lebanon,"Services, value added (% of GDP)",2019,79.31264288
Lebanon,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,3.169099852
Lebanon,"Manufacturing, value added (% of GDP)",2019,7.051471713
Lebanon,"Industry (including construction), value added (% of GDP)",2019,12.49911818
Lesotho,"Services, value added (% of GDP)",2019,54.50266128
Lesotho,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,4.463802088
Lesotho,"Manufacturing, value added (% of GDP)",2019,17.21967273
Lesotho,"Industry (including construction), value added (% of GDP)",2019,30.54262732
Liberia,"Services, value added (% of GDP)",2019,41.35125459
Liberia,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,36.43715132
Liberia,"Manufacturing, value added (% of GDP)",2019,
Liberia,"Industry (including construction), value added (% of GDP)",2019,16.98960702
Libya,"Services, value added (% of GDP)",2019,64.45735002
Libya,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,1.961916667
Libya,"Manufacturing, value added (% of GDP)",2019,
Libya,"Industry (including construction), value added (% of GDP)",2019,48.01721063
Liechtenstein,"Services, value added (% of GDP)",2019,52.15590019
Liechtenstein,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,0.139140767
Liechtenstein,"Manufacturing, value added (% of GDP)",2019,38.80933025
Liechtenstein,"Industry (including construction), value added (% of GDP)",2019,44.29522857
Lithuania,"Services, value added (% of GDP)",2019,61.4320691
Lithuania,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,3.100185951
Lithuania,"Manufacturing, value added (% of GDP)",2019,16.06650114
Lithuania,"Industry (including construction), value added (% of GDP)",2019,25.32789166
Luxembourg,"Services, value added (% of GDP)",2019,79.11892083
Luxembourg,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,0.215368744
Luxembourg,"Manufacturing, value added (% of GDP)",2019,5.042530674
Luxembourg,"Industry (including construction), value added (% of GDP)",2019,11.59889581
"Macao SAR, China","Services, value added (% of GDP)",2019,93.58932829
"Macao SAR, China","Agriculture, forestry, and fishing, value added (% of GDP)",2019,
"Macao SAR, China","Manufacturing, value added (% of GDP)",2019,0.53650965
"Macao SAR, China","Industry (including construction), value added (% of GDP)",2019,4.213344131
Madagascar,"Services, value added (% of GDP)",2019,49.80339892
Madagascar,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,22.95625201
Madagascar,"Manufacturing, value added (% of GDP)",2019,10.09005135
Madagascar,"Industry (including construction), value added (% of GDP)",2019,22.44549735
Malawi,"Services, value added (% of GDP)",2019,52.17093221
Malawi,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,22.89469656
Malawi,"Manufacturing, value added (% of GDP)",2019,
Malawi,"Industry (including construction), value added (% of GDP)",2019,18.44862526
Malaysia,"Services, value added (% of GDP)",2019,54.15479305
Malaysia,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,7.241308
Malaysia,"Manufacturing, value added (% of GDP)",2019,21.4089983
Malaysia,"Industry (including construction), value added (% of GDP)",2019,37.47655524
Maldives,"Services, value added (% of GDP)",2019,71.26546818
Maldives,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,4.494023911
Maldives,"Manufacturing, value added (% of GDP)",2019,2.13121453
Maldives,"Industry (including construction), value added (% of GDP)",2019,11.94254378
Mali,"Services, value added (% of GDP)",2019,33.497004
Mali,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,37.30779732
Mali,"Manufacturing, value added (% of GDP)",2019,6.612924733
Mali,"Industry (including construction), value added (% of GDP)",2019,20.92330893
Malta,"Services, value added (% of GDP)",2019,76.61835137
Malta,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,0.464973517
Malta,"Manufacturing, value added (% of GDP)",2019,6.66475409
Malta,"Industry (including construction), value added (% of GDP)",2019,12.45164193
Marshall Islands,"Services, value added (% of GDP)",2019,69.67730924
Marshall Islands,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,18.28225351
Marshall Islands,"Manufacturing, value added (% of GDP)",2019,4.928345238
Marshall Islands,"Industry (including construction), value added (% of GDP)",2019,14.47180228
Mauritania,"Services, value added (% of GDP)",2019,42.83578818
Mauritania,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,19.95788245
Mauritania,"Manufacturing, value added (% of GDP)",2019,7.096530308
Mauritania,"Industry (including construction), value added (% of GDP)",2019,28.59843509
